,Month,Year,community_board_full,DSNY
2409,6,2010,210,3
2410,6,2010,211,6
2411,6,2010,212,9
2412,6,2010,302,2
2413,6,2010,303,8
2414,6,2010,304,3
2415,6,2010,305,13
2416,6,2010,306,6
2417,6,2010,307,1
2418,6,2010,308,2
2419,6,2010,309,2
2420,6,2010,310,6
2421,6,2010,311,3
2422,6,2010,312,2
2423,6,2010,313,7
2424,6,2010,314,3
2425,6,2010,315,10
2426,6,2010,316,9
2427,6,2010,317,1
2428,6,2010,318,7
2429,6,2010,402,8
2430,6,2010,403,6
2431,6,2010,404,10
2432,6,2010,405,9
2433,6,2010,406,7
2434,6,2010,407,10
2435,6,2010,408,5
2436,6,2010,409,8
2437,6,2010,410,12
2438,6,2010,411,2
2439,6,2010,412,16
2440,6,2010,413,10
2441,6,2010,414,17
2442,6,2011,103,1
2443,6,2011,105,2
2444,6,2011,107,1
2445,6,2011,110,4
2446,6,2011,112,6
2447,6,2011,202,1
2448,6,2011,204,2
2449,6,2011,205,1
2450,6,2011,206,2
2451,6,2011,208,1
2452,6,2011,209,6
2453,6,2011,210,5
2454,6,2011,211,3
2455,6,2011,212,8
2456,6,2011,301,2
2457,6,2011,302,6
2458,6,2011,303,12
2459,6,2011,304,5
2460,6,2011,305,10
2461,6,2011,306,4
2462,6,2011,307,2
2463,6,2011,309,1
2464,6,2011,310,7
2465,6,2011,311,4
2466,6,2011,312,1
2467,6,2011,313,5
2468,6,2011,314,2
2469,6,2011,315,5
2470,6,2011,316,5
2471,6,2011,317,2
2472,6,2011,318,8
2473,6,2011,403,2
2474,6,2011,404,3
2475,6,2011,405,5
2476,6,2011,406,3
2477,6,2011,407,6
2478,6,2011,408,9
2479,6,2011,409,7
2480,6,2011,410,11
2481,6,2011,411,5
2482,6,2011,412,28
2483,6,2011,413,13
2484,6,2011,414,7
2485,6,2012,102,1
2486,6,2012,103,4
2487,6,2012,104,2
2488,6,2012,106,1
2489,6,2012,107,2
2490,6,2012,108,1
2491,6,2012,109,1
2492,6,2012,110,1
2493,6,2012,111,3
2494,6,2012,112,1
2495,6,2012,203,3
2496,6,2012,204,1
2497,6,2012,206,4
2498,6,2012,209,1
2499,6,2012,210,2
2500,6,2012,211,3
2501,6,2012,212,2
2502,6,2012,302,1
2503,6,2012,305,4
2504,6,2012,306,1
2505,6,2012,308,2
2506,6,2012,310,2
2507,6,2012,312,1
2508,6,2012,313,1
2509,6,2012,315,3
2510,6,2012,316,1
2511,6,2012,317,2
2512,6,2012,318,6
2513,6,2012,401,2
2514,6,2012,402,2
2515,6,2012,403,3
2516,6,2012,404,4
2517,6,2012,405,3
2518,6,2012,406,6
2519,6,2012,407,6
2520,6,2012,408,4
2521,6,2012,409,2
2522,6,2012,410,3
2523,6,2012,411,3
2524,6,2012,412,19
2525,6,2012,413,5
2526,6,2012,414,4
2527,6,2013,102,2
2528,6,2013,103,3
2529,6,2013,104,1
2530,6,2013,106,1
2531,6,2013,107,2
2532,6,2013,109,2
2533,6,2013,111,1
2534,6,2013,112,4
2535,6,2013,202,1
2536,6,2013,204,3
2537,6,2013,206,2
2538,6,2013,208,3
2539,6,2013,209,2
2540,6,2013,211,1
2541,6,2013,212,5
2542,6,2013,301,1
2543,6,2013,302,1
2544,6,2013,303,2
2545,6,2013,304,3
2546,6,2013,305,1
2547,6,2013,306,2
2548,6,2013,308,1
2549,6,2013,310,3
2550,6,2013,312,2
2551,6,2013,314,1
2552,6,2013,316,2
2553,6,2013,317,5
2554,6,2013,318,4
2555,6,2013,401,3
2556,6,2013,402,2
2557,6,2013,403,3
2558,6,2013,404,2
2559,6,2013,405,5
2560,6,2013,407,6
2561,6,2013,408,6
2562,6,2013,409,2
2563,6,2013,410,3
2564,6,2013,411,3
2565,6,2013,412,20
2566,6,2013,413,4
2567,6,2013,414,5
2568,6,2014,102,1
2569,6,2014,103,2
2570,6,2014,104,1
2571,6,2014,105,1
2572,6,2014,106,2
2573,6,2014,107,1
2574,6,2014,110,3
2575,6,2014,111,2
2576,6,2014,112,5
2577,6,2014,201,1
2578,6,2014,202,1
2579,6,2014,203,2
2580,6,2014,204,2
2581,6,2014,206,3
2582,6,2014,208,1
2583,6,2014,209,3
2584,6,2014,211,2
2585,6,2014,212,4
2586,6,2014,301,3
2587,6,2014,302,3
2588,6,2014,303,1
2589,6,2014,304,2
2590,6,2014,305,4
2591,6,2014,306,1
2592,6,2014,307,2
2593,6,2014,308,1
2594,6,2014,309,2
2595,6,2014,310,4
2596,6,2014,311,3
2597,6,2014,312,1
2598,6,2014,314,2
2599,6,2014,315,5
2600,6,2014,316,2
2601,6,2014,318,10
2602,6,2014,401,2
2603,6,2014,402,4
2604,6,2014,403,5
2605,6,2014,404,3
2606,6,2014,405,5
2607,6,2014,406,3
2608,6,2014,407,10
2609,6,2014,408,6
2610,6,2014,409,6
2611,6,2014,410,8
2612,6,2014,411,5
2613,6,2014,412,11
2614,6,2014,413,7
2615,6,2014,414,3
2616,6,2015,102,2
2617,6,2015,103,1
2618,6,2015,104,2
2619,6,2015,105,2
2620,6,2015,107,3
2621,6,2015,108,3
2622,6,2015,110,4
2623,6,2015,111,3
2624,6,2015,201,4
2625,6,2015,202,1
2626,6,2015,203,9
2627,6,2015,204,2
2628,6,2015,206,1
2629,6,2015,208,3
2630,6,2015,209,11
2631,6,2015,210,7
2632,6,2015,211,1
2633,6,2015,212,1
2634,6,2015,301,4
2635,6,2015,302,3
2636,6,2015,303,4
2637,6,2015,304,4
2638,6,2015,305,17
2639,6,2015,306,2
2640,6,2015,307,1
2641,6,2015,308,1
2642,6,2015,309,2
2643,6,2015,310,4
2644,6,2015,311,3
2645,6,2015,312,4
2646,6,2015,313,2
2647,6,2015,314,5
2648,6,2015,315,3
2649,6,2015,316,4
2650,6,2015,317,5
2651,6,2015,318,6
2652,6,2015,401,7
2653,6,2015,402,2
2654,6,2015,403,2
2655,6,2015,404,6
2656,6,2015,405,9
2657,6,2015,406,4
2658,6,2015,407,9
2659,6,2015,408,4
2660,6,2015,409,9
2661,6,2015,410,4
2662,6,2015,411,7
2663,6,2015,412,16
2664,6,2015,413,9
2665,6,2015,414,5
2666,6,2016,102,5
2667,6,2016,103,5
2668,6,2016,104,5
2669,6,2016,105,2
2670,6,2016,106,4
2671,6,2016,107,7
2672,6,2016,108,2
2673,6,2016,110,7
2674,6,2016,111,4
2675,6,2016,112,4
2676,6,2016,201,2
2677,6,2016,203,5
2678,6,2016,204,6
2679,6,2016,205,1
2680,6,2016,206,4
2681,6,2016,207,2
2682,6,2016,208,2
2683,6,2016,209,11
2684,6,2016,210,7
2685,6,2016,211,8
2686,6,2016,212,6
2687,6,2016,301,4
2688,6,2016,302,4
2689,6,2016,303,7
2690,6,2016,304,6
2691,6,2016,305,9
2692,6,2016,306,8
2693,6,2016,307,6
2694,6,2016,308,4
2695,6,2016,309,1
2696,6,2016,310,11
2697,6,2016,311,11
2698,6,2016,312,7
2699,6,2016,313,8
2700,6,2016,314,6
2701,6,2016,315,10
2702,6,2016,316,4
2703,6,2016,317,4
2704,6,2016,318,17
2705,6,2016,401,7
2706,6,2016,402,5
2707,6,2016,403,8
2708,6,2016,404,4
2709,6,2016,405,6
2710,6,2016,406,2
2711,6,2016,407,13
2712,6,2016,408,7
2713,6,2016,409,10
2714,6,2016,410,13
2715,6,2016,411,11
2716,6,2016,412,33
2717,6,2016,413,16
2718,6,2016,414,4
2719,6,2017,101,3
2720,6,2017,102,34
2721,6,2017,103,65
2722,6,2017,104,14
2723,6,2017,105,7
2724,6,2017,106,8
2725,6,2017,107,6
2726,6,2017,108,23
2727,6,2017,109,6
2728,6,2017,110,30
2729,6,2017,111,8
2730,6,2017,112,26
2731,6,2017,201,22
2732,6,2017,202,17
2733,6,2017,203,5
2734,6,2017,204,6
2735,6,2017,205,6
2736,6,2017,206,25
2737,6,2017,207,8
2738,6,2017,208,6
2739,6,2017,209,40
2740,6,2017,210,16
2741,6,2017,211,9
2742,6,2017,212,16
2743,6,2017,301,105
2744,6,2017,302,21
2745,6,2017,303,50
2746,6,2017,304,29
2747,6,2017,305,28
2748,6,2017,306,29
2749,6,2017,307,104
2750,6,2017,308,35
2751,6,2017,309,13
2752,6,2017,310,24
2753,6,2017,311,50
2754,6,2017,312,66
2755,6,2017,313,12
2756,6,2017,314,51
2757,6,2017,315,26
2758,6,2017,316,12
2759,6,2017,317,21
2760,6,2017,318,43
2761,6,2017,401,20
2762,6,2017,402,23
2763,6,2017,403,28
2764,6,2017,404,26
2765,6,2017,405,26
2766,6,2017,406,9
2767,6,2017,407,18
2768,6,2017,408,8
2769,6,2017,409,13
2770,6,2017,410,27
2771,6,2017,411,6
2772,6,2017,412,33
2773,6,2017,413,12
2774,6,2017,414,10
2775,6,2018,101,12
2776,6,2018,102,24
2777,6,2018,103,67
2778,6,2018,104,9
2779,6,2018,105,13
2780,6,2018,106,4
2781,6,2018,107,4
2782,6,2018,108,22
2783,6,2018,109,35
2784,6,2018,110,16
2785,6,2018,111,12
2786,6,2018,112,32
2787,6,2018,201,19
2788,6,2018,202,6
2789,6,2018,203,14
2790,6,2018,204,33
2791,6,2018,205,19
2792,6,2018,206,4
2793,6,2018,207,2
2794,6,2018,208,21
2795,6,2018,209,5
2796,6,2018,210,4
2797,6,2018,211,31
2798,6,2018,212,3
2799,6,2018,301,36
2800,6,2018,302,10
2801,6,2018,303,26
2802,6,2018,304,42
2803,6,2018,305,11
2804,6,2018,306,8
2805,6,2018,307,42
2806,6,2018,308,9
2807,6,2018,309,14
2808,6,2018,310,18
2809,6,2018,311,10
2810,6,2018,312,16
2811,6,2018,313,6
2812,6,2018,314,20
2813,6,2018,315,11
2814,6,2018,316,12
2815,6,2018,317,5
2816,6,2018,318,5
2817,6,2018,401,25
2818,6,2018,402,10
2819,6,2018,403,4
2820,6,2018,404,9
2821,6,2018,405,11
2822,6,2018,406,5
2823,6,2018,407,23
2824,6,2018,408,20
2825,6,2018,409,9
2826,6,2018,410,5
2827,6,2018,411,8
2828,6,2018,412,13
2829,6,2018,413,14
2830,6,2018,414,4
2831,7,2010,102,3
2832,7,2010,103,5
2833,7,2010,104,2
2834,7,2010,105,2
2835,7,2010,108,1
2836,7,2010,110,2
2837,7,2010,111,3
2838,7,2010,112,5
2839,7,2010,202,1
2840,7,2010,203,1
2841,7,2010,204,5
2842,7,2010,205,1
2843,7,2010,206,2
2844,7,2010,207,3
2845,7,2010,208,1
2846,7,2010,209,5
2847,7,2010,210,4
2848,7,2010,211,3
2849,7,2010,212,9
2850,7,2010,301,2
2851,7,2010,302,2
2852,7,2010,303,14
2853,7,2010,304,2
2854,7,2010,305,8
2855,7,2010,306,2
2856,7,2010,307,3
2857,7,2010,308,4
2858,7,2010,309,2
2859,7,2010,310,3
2860,7,2010,311,1
2861,7,2010,312,5
2862,7,2010,313,5
2863,7,2010,314,3
2864,7,2010,315,9
2865,7,2010,316,8
2866,7,2010,317,5
2867,7,2010,318,13
2868,7,2010,401,1
2869,7,2010,402,3
2870,7,2010,403,6
2871,7,2010,404,7
2872,7,2010,405,14
2873,7,2010,406,3
2874,7,2010,407,17
2875,7,2010,408,7
2876,7,2010,409,12
2877,7,2010,410,9
2878,7,2010,411,11
2879,7,2010,412,16
2880,7,2010,413,13
2881,7,2010,414,5
2882,7,2011,103,2
2883,7,2011,106,1
2884,7,2011,107,1
2885,7,2011,109,1
2886,7,2011,110,2
2887,7,2011,111,2
2888,7,2011,112,2
2889,7,2011,203,7
2890,7,2011,206,1
2891,7,2011,207,3
2892,7,2011,208,3
2893,7,2011,209,3
2894,7,2011,210,2
2895,7,2011,211,6
2896,7,2011,212,8
2897,7,2011,302,3
2898,7,2011,303,12
2899,7,2011,304,3
2900,7,2011,305,12
2901,7,2011,306,5
2902,7,2011,308,1
2903,7,2011,309,3
2904,7,2011,310,3
2905,7,2011,311,1
2906,7,2011,312,1
2907,7,2011,313,3
2908,7,2011,315,4
2909,7,2011,316,2
2910,7,2011,317,6
2911,7,2011,318,6
2912,7,2011,402,2
2913,7,2011,403,4
2914,7,2011,404,4
2915,7,2011,405,5
2916,7,2011,406,1
2917,7,2011,407,3
2918,7,2011,408,9
2919,7,2011,409,7
2920,7,2011,410,13
2921,7,2011,411,4
2922,7,2011,412,21
2923,7,2011,413,7
2924,7,2011,414,9
2925,7,2012,101,1
2926,7,2012,103,3
2927,7,2012,104,3
2928,7,2012,105,2
2929,7,2012,106,1
2930,7,2012,107,2
2931,7,2012,109,1
2932,7,2012,111,3
2933,7,2012,112,2
2934,7,2012,203,1
2935,7,2012,204,3
2936,7,2012,205,2
2937,7,2012,206,2
2938,7,2012,207,1
2939,7,2012,208,5
2940,7,2012,209,2
2941,7,2012,210,5
2942,7,2012,211,2
2943,7,2012,212,2
2944,7,2012,301,1
2945,7,2012,302,1
2946,7,2012,303,2
2947,7,2012,304,4
2948,7,2012,305,3
2949,7,2012,306,3
2950,7,2012,310,6
2951,7,2012,311,1
2952,7,2012,312,1
2953,7,2012,313,2
2954,7,2012,314,2
2955,7,2012,315,4
2956,7,2012,316,1
2957,7,2012,317,1
2958,7,2012,318,6
2959,7,2012,401,1
2960,7,2012,402,5
2961,7,2012,403,9
2962,7,2012,404,4
2963,7,2012,405,9
2964,7,2012,406,3
2965,7,2012,407,10
2966,7,2012,408,4
2967,7,2012,409,2
2968,7,2012,410,8
2969,7,2012,411,9
2970,7,2012,412,18
2971,7,2012,413,7
2972,7,2012,414,3
2973,7,2013,101,1
2974,7,2013,102,1
2975,7,2013,103,1
2976,7,2013,104,1
2977,7,2013,105,2
2978,7,2013,106,2
2979,7,2013,108,1
2980,7,2013,110,1
2981,7,2013,111,1
2982,7,2013,112,4
2983,7,2013,201,1
2984,7,2013,204,3
2985,7,2013,206,1
2986,7,2013,208,5
2987,7,2013,209,3
2988,7,2013,210,2
2989,7,2013,211,2
2990,7,2013,212,7
2991,7,2013,301,1
2992,7,2013,302,2
2993,7,2013,303,3
2994,7,2013,305,3
2995,7,2013,306,1
2996,7,2013,307,1
2997,7,2013,310,2
2998,7,2013,311,1
2999,7,2013,312,2
3000,7,2013,313,2
3001,7,2013,314,2
3002,7,2013,315,2
3003,7,2013,316,1
3004,7,2013,317,2
3005,7,2013,318,1
3006,7,2013,401,2
3007,7,2013,402,1
3008,7,2013,403,4
3009,7,2013,404,6
3010,7,2013,405,6
3011,7,2013,406,5
3012,7,2013,407,5
3013,7,2013,408,2
3014,7,2013,409,4
3015,7,2013,410,9
3016,7,2013,411,3
3017,7,2013,412,16
3018,7,2013,413,6
3019,7,2013,414,4
3020,7,2014,102,1
3021,7,2014,103,1
3022,7,2014,104,1
3023,7,2014,105,2
3024,7,2014,106,1
3025,7,2014,107,1
3026,7,2014,108,1
3027,7,2014,109,1
3028,7,2014,110,4
3029,7,2014,111,1
3030,7,2014,203,3
3031,7,2014,204,3
3032,7,2014,205,1
3033,7,2014,206,1
3034,7,2014,207,2
3035,7,2014,208,7
3036,7,2014,209,4
3037,7,2014,210,3
3038,7,2014,211,3
3039,7,2014,212,4
3040,7,2014,301,5
3041,7,2014,302,2
3042,7,2014,303,5
3043,7,2014,304,3
3044,7,2014,305,1
3045,7,2014,306,2
3046,7,2014,307,4
3047,7,2014,308,2
3048,7,2014,309,2
3049,7,2014,310,1
3050,7,2014,311,3
3051,7,2014,312,4
3052,7,2014,313,2
3053,7,2014,314,4
3054,7,2014,315,3
3055,7,2014,316,2
3056,7,2014,317,1
3057,7,2014,318,5
3058,7,2014,401,2
3059,7,2014,402,5
3060,7,2014,403,2
3061,7,2014,405,10
3062,7,2014,406,1
3063,7,2014,407,4
3064,7,2014,408,1
3065,7,2014,409,3
3066,7,2014,410,5
3067,7,2014,411,4
3068,7,2014,412,13
3069,7,2014,413,8
3070,7,2014,414,2
3071,7,2015,102,5
3072,7,2015,103,5
3073,7,2015,104,1
3074,7,2015,105,1
3075,7,2015,106,2
3076,7,2015,107,2
3077,7,2015,108,1
3078,7,2015,110,5
3079,7,2015,111,3
3080,7,2015,112,3
3081,7,2015,201,1
3082,7,2015,203,6
3083,7,2015,204,3
3084,7,2015,205,2
3085,7,2015,206,4
3086,7,2015,207,5
3087,7,2015,208,7
3088,7,2015,209,10
3089,7,2015,210,8
3090,7,2015,211,7
3091,7,2015,212,7
3092,7,2015,301,4
3093,7,2015,302,8
3094,7,2015,303,4
3095,7,2015,304,2
3096,7,2015,305,6
3097,7,2015,306,2
3098,7,2015,307,4
3099,7,2015,308,7
3100,7,2015,309,1
3101,7,2015,310,9
3102,7,2015,311,2
3103,7,2015,312,8
3104,7,2015,313,2
3105,7,2015,314,4
3106,7,2015,315,6
3107,7,2015,316,9
3108,7,2015,317,3
3109,7,2015,318,14
3110,7,2015,401,1
3111,7,2015,402,1
3112,7,2015,403,6
3113,7,2015,404,4
3114,7,2015,405,12
3115,7,2015,406,1
3116,7,2015,407,15
3117,7,2015,408,6
3118,7,2015,409,13
3119,7,2015,410,10
3120,7,2015,411,5
3121,7,2015,412,18
3122,7,2015,413,21
3123,7,2015,414,2
3124,7,2016,101,1
3125,7,2016,103,3
3126,7,2016,105,2
3127,7,2016,106,2
3128,7,2016,107,4
3129,7,2016,108,3
3130,7,2016,109,1
3131,7,2016,110,4
3132,7,2016,111,3
3133,7,2016,112,4
3134,7,2016,201,2
3135,7,2016,202,3
3136,7,2016,204,4
3137,7,2016,205,2
3138,7,2016,206,2
3139,7,2016,207,1
3140,7,2016,208,2
3141,7,2016,209,14
3142,7,2016,210,12
3143,7,2016,211,7
3144,7,2016,212,11
3145,7,2016,301,2
3146,7,2016,302,3
3147,7,2016,303,8
3148,7,2016,304,2
3149,7,2016,305,12
3150,7,2016,306,4
3151,7,2016,307,1
3152,7,2016,308,3
3153,7,2016,309,3
3154,7,2016,310,5
3155,7,2016,311,2
3156,7,2016,312,3
3157,7,2016,314,3
3158,7,2016,315,13
3159,7,2016,316,2
3160,7,2016,317,5
3161,7,2016,318,8
3162,7,2016,401,7
3163,7,2016,402,8
3164,7,2016,403,2
3165,7,2016,404,7
3166,7,2016,405,14
3167,7,2016,406,11
3168,7,2016,407,10
3169,7,2016,408,4
3170,7,2016,409,7
3171,7,2016,410,19
3172,7,2016,411,7
3173,7,2016,412,37
3174,7,2016,413,18
3175,7,2016,414,3
3176,7,2017,101,24
3177,7,2017,102,70
3178,7,2017,103,263
3179,7,2017,104,34
3180,7,2017,105,30
3181,7,2017,106,25
3182,7,2017,107,20
3183,7,2017,108,25
3184,7,2017,109,12
3185,7,2017,110,38
3186,7,2017,111,53
3187,7,2017,112,70
3188,7,2017,201,136
3189,7,2017,202,61
3190,7,2017,203,67
3191,7,2017,204,45
3192,7,2017,205,65
3193,7,2017,206,73
3194,7,2017,207,17
3195,7,2017,208,15
3196,7,2017,209,78
3197,7,2017,210,30
3198,7,2017,211,46
3199,7,2017,212,39
3200,7,2017,301,167
3201,7,2017,302,49
3202,7,2017,303,172
3203,7,2017,304,197
3204,7,2017,305,181
3205,7,2017,306,56
3206,7,2017,307,117
3207,7,2017,308,34
3208,7,2017,309,24
3209,7,2017,310,40
3210,7,2017,311,99
3211,7,2017,312,58
3212,7,2017,313,82
3213,7,2017,314,99
3214,7,2017,315,64
3215,7,2017,316,36
3216,7,2017,317,33
3217,7,2017,318,71
3218,7,2017,401,22
3219,7,2017,402,13
3220,7,2017,403,36
3221,7,2017,404,38
3222,7,2017,405,51
3223,7,2017,406,10
3224,7,2017,407,25
3225,7,2017,408,16
3226,7,2017,409,42
3227,7,2017,410,71
3228,7,2017,411,15
3229,7,2017,412,51
3230,7,2017,413,27
3231,7,2017,414,8
3232,7,2018,101,12
3233,7,2018,102,29
3234,7,2018,103,69
3235,7,2018,104,47
3236,7,2018,105,27
3237,7,2018,106,19
3238,7,2018,107,20
3239,7,2018,108,33
3240,7,2018,109,8
3241,7,2018,110,5
3242,7,2018,111,3
3243,7,2018,112,18
3244,7,2018,201,15
3245,7,2018,202,39
3246,7,2018,203,26
3247,7,2018,204,57
3248,7,2018,205,31
3249,7,2018,206,46
3250,7,2018,207,27
3251,7,2018,208,9
3252,7,2018,209,22
3253,7,2018,210,13
3254,7,2018,211,49
3255,7,2018,212,51
3256,7,2018,301,84
3257,7,2018,302,34
3258,7,2018,303,43
3259,7,2018,304,87
3260,7,2018,305,24
3261,7,2018,306,26
3262,7,2018,307,41
3263,7,2018,308,16
3264,7,2018,309,16
3265,7,2018,310,22
3266,7,2018,311,21
3267,7,2018,312,40
3268,7,2018,313,4
3269,7,2018,314,82
3270,7,2018,315,27
3271,7,2018,316,9
3272,7,2018,317,135
3273,7,2018,318,24
3274,7,2018,401,32
3275,7,2018,402,17
3276,7,2018,403,25
3277,7,2018,404,18
3278,7,2018,405,7
3279,7,2018,406,3
3280,7,2018,407,33
3281,7,2018,408,15
3282,7,2018,409,18
3283,7,2018,410,17
3284,7,2018,411,15
3285,7,2018,412,65
3286,7,2018,413,11
3287,7,2018,414,8
3288,8,2010,102,4
3289,8,2010,103,1
3290,8,2010,104,1
3291,8,2010,105,4
3292,8,2010,106,1
3293,8,2010,107,2
3294,8,2010,108,1
3295,8,2010,109,1
3296,8,2010,110,2
3297,8,2010,112,4
3298,8,2010,202,2
3299,8,2010,204,2
3300,8,2010,205,1
3301,8,2010,206,1
3302,8,2010,207,2
3303,8,2010,208,8
3304,8,2010,209,3
3305,8,2010,210,5
3306,8,2010,211,2
3307,8,2010,212,2
3308,8,2010,302,2
3309,8,2010,303,3
3310,8,2010,305,7
3311,8,2010,306,1
3312,8,2010,307,2
3313,8,2010,309,3
3314,8,2010,310,5
3315,8,2010,311,1
3316,8,2010,312,3
3317,8,2010,313,7
3318,8,2010,314,4
3319,8,2010,315,8
3320,8,2010,316,6
3321,8,2010,317,1
3322,8,2010,318,13
3323,8,2010,401,1
3324,8,2010,402,5
3325,8,2010,403,10
3326,8,2010,404,2
3327,8,2010,405,16
3328,8,2010,406,7
3329,8,2010,407,12
3330,8,2010,408,3
3331,8,2010,409,9
3332,8,2010,410,7
3333,8,2010,411,5
3334,8,2010,412,21
3335,8,2010,413,10
3336,8,2010,414,6
3337,8,2011,102,1
3338,8,2011,103,3
3339,8,2011,104,3
3340,8,2011,105,2
3341,8,2011,109,1
3342,8,2011,110,1
3343,8,2011,111,2
3344,8,2011,112,1
3345,8,2011,202,2
3346,8,2011,203,2
3347,8,2011,204,1
3348,8,2011,206,2
3349,8,2011,207,2
3350,8,2011,208,7
3351,8,2011,209,6
3352,8,2011,210,3
3353,8,2011,211,3
3354,8,2011,212,16
3355,8,2011,302,6
3356,8,2011,303,7
3357,8,2011,304,1
3358,8,2011,305,8
3359,8,2011,306,7
3360,8,2011,308,1
3361,8,2011,309,3
3362,8,2011,310,1
3363,8,2011,311,4
3364,8,2011,312,4
3365,8,2011,314,1
3366,8,2011,315,3
3367,8,2011,316,8
3368,8,2011,317,3
3369,8,2011,318,7
3370,8,2011,402,7
3371,8,2011,403,4
3372,8,2011,404,3
3373,8,2011,405,3
3374,8,2011,406,3
3375,8,2011,407,7
3376,8,2011,408,3
3377,8,2011,409,3
3378,8,2011,410,4
3379,8,2011,411,2
3380,8,2011,412,20
3381,8,2011,413,3
3382,8,2011,414,4
3383,8,2012,102,2
3384,8,2012,103,3
3385,8,2012,105,1
3386,8,2012,106,2
3387,8,2012,111,5
3388,8,2012,112,6
3389,8,2012,201,2
3390,8,2012,202,1
3391,8,2012,203,2
3392,8,2012,204,2
3393,8,2012,205,4
3394,8,2012,206,4
3395,8,2012,208,5
3396,8,2012,209,4
3397,8,2012,210,2
3398,8,2012,211,5
3399,8,2012,212,7
3400,8,2012,301,3
3401,8,2012,303,3
3402,8,2012,304,2
3403,8,2012,305,4
3404,8,2012,306,3
3405,8,2012,307,1
3406,8,2012,308,1
3407,8,2012,309,1
3408,8,2012,310,7
3409,8,2012,311,2
3410,8,2012,314,2
3411,8,2012,315,8
3412,8,2012,316,1
3413,8,2012,317,6
3414,8,2012,318,6
3415,8,2012,401,1
3416,8,2012,402,1
3417,8,2012,403,1
3418,8,2012,404,4
3419,8,2012,405,6
3420,8,2012,406,2
3421,8,2012,407,7
3422,8,2012,408,4
3423,8,2012,409,4
3424,8,2012,410,6
3425,8,2012,411,3
3426,8,2012,412,7
3427,8,2012,413,4
3428,8,2012,414,1
3429,8,2013,103,2
3430,8,2013,105,1
3431,8,2013,106,6
3432,8,2013,107,1
3433,8,2013,110,2
3434,8,2013,111,4
3435,8,2013,203,1
3436,8,2013,204,2
3437,8,2013,206,2
3438,8,2013,209,1
3439,8,2013,210,2
3440,8,2013,211,1
3441,8,2013,212,2
3442,8,2013,301,2
3443,8,2013,302,2
3444,8,2013,304,4
3445,8,2013,306,2
3446,8,2013,308,1
3447,8,2013,309,1
3448,8,2013,310,1
3449,8,2013,312,1
3450,8,2013,313,1
3451,8,2013,317,2
3452,8,2013,318,8
3453,8,2013,401,1
3454,8,2013,402,3
3455,8,2013,403,5
3456,8,2013,404,2
3457,8,2013,405,5
3458,8,2013,406,2
3459,8,2013,407,5
3460,8,2013,408,4
3461,8,2013,409,4
3462,8,2013,410,5
3463,8,2013,411,5
3464,8,2013,412,18
3465,8,2013,413,3
3466,8,2014,102,2
3467,8,2014,103,2
3468,8,2014,104,4
3469,8,2014,105,1
3470,8,2014,107,2
3471,8,2014,108,2
3472,8,2014,110,1
3473,8,2014,111,1
3474,8,2014,112,2
3475,8,2014,201,2
3476,8,2014,202,1
3477,8,2014,203,1
3478,8,2014,204,3
3479,8,2014,205,1
3480,8,2014,206,2
3481,8,2014,207,3
3482,8,2014,208,10
3483,8,2014,209,4
3484,8,2014,210,5
3485,8,2014,211,3
3486,8,2014,212,3
3487,8,2014,301,1
3488,8,2014,303,5
3489,8,2014,304,4
3490,8,2014,305,5
3491,8,2014,306,2
3492,8,2014,308,1
3493,8,2014,310,9
3494,8,2014,311,6
3495,8,2014,312,10
3496,8,2014,313,2
3497,8,2014,314,3
3498,8,2014,315,4
3499,8,2014,316,1
3500,8,2014,317,3
3501,8,2014,318,7
3502,8,2014,401,5
3503,8,2014,402,5
3504,8,2014,403,3
3505,8,2014,404,2
3506,8,2014,405,6
3507,8,2014,406,3
3508,8,2014,407,11
3509,8,2014,408,5
3510,8,2014,409,4
3511,8,2014,410,1
3512,8,2014,411,2
3513,8,2014,412,13
3514,8,2014,413,7
3515,8,2014,414,3
3516,8,2015,102,2
3517,8,2015,103,3
3518,8,2015,104,2
3519,8,2015,105,4
3520,8,2015,107,1
3521,8,2015,108,1
3522,8,2015,109,1
3523,8,2015,110,7
3524,8,2015,111,11
3525,8,2015,112,1
3526,8,2015,202,3
3527,8,2015,203,2
3528,8,2015,204,5
3529,8,2015,205,5
3530,8,2015,206,1
3531,8,2015,207,4
3532,8,2015,208,4
3533,8,2015,209,18
3534,8,2015,210,9
3535,8,2015,211,2
3536,8,2015,212,4
3537,8,2015,301,1
3538,8,2015,302,6
3539,8,2015,303,2
3540,8,2015,304,3
3541,8,2015,305,8
3542,8,2015,306,1
3543,8,2015,307,5
3544,8,2015,308,1
3545,8,2015,309,2
3546,8,2015,310,7
3547,8,2015,311,4
3548,8,2015,312,6
3549,8,2015,313,1
3550,8,2015,314,5
3551,8,2015,315,8
3552,8,2015,316,1
3553,8,2015,317,1
3554,8,2015,318,17
3555,8,2015,401,5
3556,8,2015,402,6
3557,8,2015,403,8
3558,8,2015,404,5
3559,8,2015,405,7
3560,8,2015,406,10
3561,8,2015,407,10
3562,8,2015,408,9
3563,8,2015,409,9
3564,8,2015,410,16
3565,8,2015,411,8
3566,8,2015,412,20
3567,8,2015,413,19
3568,8,2015,414,3
3569,8,2016,101,1
3570,8,2016,102,4
3571,8,2016,103,1
3572,8,2016,104,3
3573,8,2016,105,1
