,Month,Year,community_board_full,DPR
2412,6,2010,314,1
2413,6,2010,315,7
2414,6,2010,316,7
2415,6,2010,317,7
2416,6,2010,318,22
2417,6,2010,401,33
2418,6,2010,402,7
2419,6,2010,403,8
2420,6,2010,404,6
2421,6,2010,405,21
2422,6,2010,406,20
2423,6,2010,407,33
2424,6,2010,408,22
2425,6,2010,409,3
2426,6,2010,410,2
2427,6,2010,411,10
2428,6,2010,412,12
2429,6,2010,413,8
2430,6,2010,414,7
2431,6,2011,101,8
2432,6,2011,102,22
2433,6,2011,103,57
2434,6,2011,104,15
2435,6,2011,105,9
2436,6,2011,106,13
2437,6,2011,107,52
2438,6,2011,108,12
2439,6,2011,109,24
2440,6,2011,110,18
2441,6,2011,111,21
2442,6,2011,112,51
2443,6,2011,201,13
2444,6,2011,202,8
2445,6,2011,203,16
2446,6,2011,204,16
2447,6,2011,205,8
2448,6,2011,206,15
2449,6,2011,207,17
2450,6,2011,208,20
2451,6,2011,209,19
2452,6,2011,210,4
2453,6,2011,211,7
2454,6,2011,212,2
2455,6,2011,301,32
2456,6,2011,302,40
2457,6,2011,303,19
2458,6,2011,304,1
2459,6,2011,305,12
2460,6,2011,306,22
2461,6,2011,307,30
2462,6,2011,308,75
2463,6,2011,309,17
2464,6,2011,310,15
2465,6,2011,311,8
2466,6,2011,312,6
2467,6,2011,313,31
2468,6,2011,314,6
2469,6,2011,315,14
2470,6,2011,316,5
2471,6,2011,317,3
2472,6,2011,318,35
2473,6,2011,355,1
2474,6,2011,401,32
2475,6,2011,402,6
2476,6,2011,403,21
2477,6,2011,404,3
2478,6,2011,405,17
2479,6,2011,406,10
2480,6,2011,407,21
2481,6,2011,408,13
2482,6,2011,409,4
2483,6,2011,410,10
2484,6,2011,411,10
2485,6,2011,412,30
2486,6,2011,413,15
2487,6,2011,414,4
2488,6,2012,101,6
2489,6,2012,102,28
2490,6,2012,103,40
2491,6,2012,104,10
2492,6,2012,105,4
2493,6,2012,106,9
2494,6,2012,107,67
2495,6,2012,108,11
2496,6,2012,109,20
2497,6,2012,110,13
2498,6,2012,111,14
2499,6,2012,112,46
2500,6,2012,201,13
2501,6,2012,202,5
2502,6,2012,203,9
2503,6,2012,204,12
2504,6,2012,205,5
2505,6,2012,206,9
2506,6,2012,207,11
2507,6,2012,208,9
2508,6,2012,209,15
2509,6,2012,210,15
2510,6,2012,211,1
2511,6,2012,212,3
2512,6,2012,301,42
2513,6,2012,302,19
2514,6,2012,303,23
2515,6,2012,304,5
2516,6,2012,305,20
2517,6,2012,306,13
2518,6,2012,307,10
2519,6,2012,308,12
2520,6,2012,309,9
2521,6,2012,310,21
2522,6,2012,311,12
2523,6,2012,312,9
2524,6,2012,313,30
2525,6,2012,314,1
2526,6,2012,315,19
2527,6,2012,316,14
2528,6,2012,317,4
2529,6,2012,318,52
2530,6,2012,355,1
2531,6,2012,401,18
2532,6,2012,402,7
2533,6,2012,403,5
2534,6,2012,404,2
2535,6,2012,405,15
2536,6,2012,406,7
2537,6,2012,407,29
2538,6,2012,408,16
2539,6,2012,409,1
2540,6,2012,410,1
2541,6,2012,411,16
2542,6,2012,412,20
2543,6,2012,413,24
2544,6,2012,414,1
2545,6,2013,103,4
2546,6,2013,105,2
2547,6,2013,106,1
2548,6,2013,107,5
2549,6,2013,108,3
2550,6,2013,109,1
2551,6,2013,111,2
2552,6,2013,112,2
2553,6,2013,201,2
2554,6,2013,203,3
2555,6,2013,204,2
2556,6,2013,205,2
2557,6,2013,206,1
2558,6,2013,208,1
2559,6,2013,209,1
2560,6,2013,210,1
2561,6,2013,301,2
2562,6,2013,302,3
2563,6,2013,303,2
2564,6,2013,305,2
2565,6,2013,306,1
2566,6,2013,307,2
2567,6,2013,308,3
2568,6,2013,309,1
2569,6,2013,310,3
2570,6,2013,311,7
2571,6,2013,313,1
2572,6,2013,314,1
2573,6,2013,315,1
2574,6,2013,317,1
2575,6,2013,318,3
2576,6,2013,401,1
2577,6,2013,403,2
2578,6,2013,405,3
2579,6,2013,406,1
2580,6,2013,407,2
2581,6,2013,408,1
2582,6,2013,411,1
2583,6,2013,412,3
2584,6,2013,413,1
2585,6,2013,414,6
2586,6,2014,102,13
2587,6,2014,103,58
2588,6,2014,104,13
2589,6,2014,105,11
2590,6,2014,106,17
2591,6,2014,107,50
2592,6,2014,108,42
2593,6,2014,109,28
2594,6,2014,110,5
2595,6,2014,111,30
2596,6,2014,112,57
2597,6,2014,201,11
2598,6,2014,203,11
2599,6,2014,204,41
2600,6,2014,205,13
2601,6,2014,206,16
2602,6,2014,207,31
2603,6,2014,208,10
2604,6,2014,209,17
2605,6,2014,210,12
2606,6,2014,211,5
2607,6,2014,212,4
2608,6,2014,301,44
2609,6,2014,302,54
2610,6,2014,303,15
2611,6,2014,304,2
2612,6,2014,305,22
2613,6,2014,306,38
2614,6,2014,307,22
2615,6,2014,308,13
2616,6,2014,309,5
2617,6,2014,310,31
2618,6,2014,311,4
2619,6,2014,312,13
2620,6,2014,313,21
2621,6,2014,314,2
2622,6,2014,315,8
2623,6,2014,316,7
2624,6,2014,317,1
2625,6,2014,318,35
2626,6,2014,401,40
2627,6,2014,402,8
2628,6,2014,403,8
2629,6,2014,404,5
2630,6,2014,405,18
2631,6,2014,406,9
2632,6,2014,407,35
2633,6,2014,408,13
2634,6,2014,410,6
2635,6,2014,411,15
2636,6,2014,412,26
2637,6,2014,413,12
2638,6,2014,414,44
2639,6,2015,102,13
2640,6,2015,103,41
2641,6,2015,104,5
2642,6,2015,105,6
2643,6,2015,106,19
2644,6,2015,107,45
2645,6,2015,108,21
2646,6,2015,109,11
2647,6,2015,110,15
2648,6,2015,111,22
2649,6,2015,112,106
2650,6,2015,201,12
2651,6,2015,202,10
2652,6,2015,203,17
2653,6,2015,204,17
2654,6,2015,205,9
2655,6,2015,206,10
2656,6,2015,207,20
2657,6,2015,208,26
2658,6,2015,209,18
2659,6,2015,210,12
2660,6,2015,211,6
2661,6,2015,212,6
2662,6,2015,301,71
2663,6,2015,302,42
2664,6,2015,303,52
2665,6,2015,304,6
2666,6,2015,305,18
2667,6,2015,306,19
2668,6,2015,307,15
2669,6,2015,308,15
2670,6,2015,309,4
2671,6,2015,310,37
2672,6,2015,311,17
2673,6,2015,312,15
2674,6,2015,313,31
2675,6,2015,314,8
2676,6,2015,315,13
2677,6,2015,316,8
2678,6,2015,317,5
2679,6,2015,318,25
2680,6,2015,355,1
2681,6,2015,401,44
2682,6,2015,402,14
2683,6,2015,403,8
2684,6,2015,404,3
2685,6,2015,405,21
2686,6,2015,406,11
2687,6,2015,407,41
2688,6,2015,408,19
2689,6,2015,410,8
2690,6,2015,411,21
2691,6,2015,412,27
2692,6,2015,413,18
2693,6,2015,414,34
2694,6,2015,481,1
2695,6,2016,102,30
2696,6,2016,103,67
2697,6,2016,104,20
2698,6,2016,105,15
2699,6,2016,106,21
2700,6,2016,107,91
2701,6,2016,108,52
2702,6,2016,109,66
2703,6,2016,110,15
2704,6,2016,111,39
2705,6,2016,112,135
2706,6,2016,201,26
2707,6,2016,202,4
2708,6,2016,203,14
2709,6,2016,204,45
2710,6,2016,205,16
2711,6,2016,206,23
2712,6,2016,207,59
2713,6,2016,208,18
2714,6,2016,209,9
2715,6,2016,210,18
2716,6,2016,211,15
2717,6,2016,212,13
2718,6,2016,301,110
2719,6,2016,302,64
2720,6,2016,303,42
2721,6,2016,304,7
2722,6,2016,305,36
2723,6,2016,306,39
2724,6,2016,307,30
2725,6,2016,308,43
2726,6,2016,309,10
2727,6,2016,310,61
2728,6,2016,311,26
2729,6,2016,312,35
2730,6,2016,313,26
2731,6,2016,314,7
2732,6,2016,315,30
2733,6,2016,316,22
2734,6,2016,317,7
2735,6,2016,318,39
2736,6,2016,401,76
2737,6,2016,402,24
2738,6,2016,403,32
2739,6,2016,404,14
2740,6,2016,405,35
2741,6,2016,406,31
2742,6,2016,407,92
2743,6,2016,408,27
2744,6,2016,409,8
2745,6,2016,410,7
2746,6,2016,411,44
2747,6,2016,412,27
2748,6,2016,413,22
2749,6,2016,414,54
2750,6,2017,102,23
2751,6,2017,103,73
2752,6,2017,104,10
2753,6,2017,105,12
2754,6,2017,106,19
2755,6,2017,107,72
2756,6,2017,108,46
2757,6,2017,109,35
2758,6,2017,110,19
2759,6,2017,111,33
2760,6,2017,112,124
2761,6,2017,201,16
2762,6,2017,202,7
2763,6,2017,203,15
2764,6,2017,204,41
2765,6,2017,205,21
2766,6,2017,206,15
2767,6,2017,207,31
2768,6,2017,208,15
2769,6,2017,209,19
2770,6,2017,210,14
2771,6,2017,211,5
2772,6,2017,212,8
2773,6,2017,301,72
2774,6,2017,302,52
2775,6,2017,303,66
2776,6,2017,304,14
2777,6,2017,305,52
2778,6,2017,306,47
2779,6,2017,307,29
2780,6,2017,308,39
2781,6,2017,309,14
2782,6,2017,310,45
2783,6,2017,311,33
2784,6,2017,312,34
2785,6,2017,313,48
2786,6,2017,314,12
2787,6,2017,315,27
2788,6,2017,316,21
2789,6,2017,317,9
2790,6,2017,318,48
2791,6,2017,401,72
2792,6,2017,402,42
2793,6,2017,403,17
2794,6,2017,404,14
2795,6,2017,405,43
2796,6,2017,406,19
2797,6,2017,407,99
2798,6,2017,408,29
2799,6,2017,409,6
2800,6,2017,410,5
2801,6,2017,411,18
2802,6,2017,412,42
2803,6,2017,413,34
2804,6,2017,414,63
2805,6,2018,101,1
2806,6,2018,102,10
2807,6,2018,103,18
2808,6,2018,104,3
2809,6,2018,105,4
2810,6,2018,106,3
2811,6,2018,107,12
2812,6,2018,108,8
2813,6,2018,109,8
2814,6,2018,110,2
2815,6,2018,111,7
2816,6,2018,112,17
2817,6,2018,201,3
2818,6,2018,202,2
2819,6,2018,203,4
2820,6,2018,204,12
2821,6,2018,205,1
2822,6,2018,206,5
2823,6,2018,207,9
2824,6,2018,208,22
2825,6,2018,209,3
2826,6,2018,210,2
2827,6,2018,211,4
2828,6,2018,212,4
2829,6,2018,301,31
2830,6,2018,302,20
2831,6,2018,303,40
2832,6,2018,304,7
2833,6,2018,305,31
2834,6,2018,306,15
2835,6,2018,307,23
2836,6,2018,308,13
2837,6,2018,309,14
2838,6,2018,310,28
2839,6,2018,311,30
2840,6,2018,312,26
2841,6,2018,313,9
2842,6,2018,314,1
2843,6,2018,315,4
2844,6,2018,316,6
2845,6,2018,317,9
2846,6,2018,318,16
2847,6,2018,401,10
2848,6,2018,402,6
2849,6,2018,403,8
2850,6,2018,404,1
2851,6,2018,405,17
2852,6,2018,406,7
2853,6,2018,407,26
2854,6,2018,408,10
2855,6,2018,410,2
2856,6,2018,411,8
2857,6,2018,412,4
2858,6,2018,413,3
2859,6,2018,414,14
2860,7,2010,101,17
2861,7,2010,102,5
2862,7,2010,103,34
2863,7,2010,104,8
2864,7,2010,105,9
2865,7,2010,106,15
2866,7,2010,107,47
2867,7,2010,108,17
2868,7,2010,109,47
2869,7,2010,110,24
2870,7,2010,111,26
2871,7,2010,112,35
2872,7,2010,201,15
2873,7,2010,202,5
2874,7,2010,203,12
2875,7,2010,204,24
2876,7,2010,205,7
2877,7,2010,206,8
2878,7,2010,207,18
2879,7,2010,208,15
2880,7,2010,209,13
2881,7,2010,210,4
2882,7,2010,211,7
2883,7,2010,212,2
2884,7,2010,301,40
2885,7,2010,302,32
2886,7,2010,303,25
2887,7,2010,304,3
2888,7,2010,305,38
2889,7,2010,306,19
2890,7,2010,307,22
2891,7,2010,308,12
2892,7,2010,309,9
2893,7,2010,310,24
2894,7,2010,311,9
2895,7,2010,312,5
2896,7,2010,313,76
2897,7,2010,314,3
2898,7,2010,315,4
2899,7,2010,316,11
2900,7,2010,317,2
2901,7,2010,318,42
2902,7,2010,401,38
2903,7,2010,402,9
2904,7,2010,403,6
2905,7,2010,404,1
2906,7,2010,405,9
2907,7,2010,406,5
2908,7,2010,407,42
2909,7,2010,408,16
2910,7,2010,409,2
2911,7,2010,410,1
2912,7,2010,411,12
2913,7,2010,412,23
2914,7,2010,413,8
2915,7,2010,414,4
2916,7,2011,101,8
2917,7,2011,102,15
2918,7,2011,103,63
2919,7,2011,104,16
2920,7,2011,105,9
2921,7,2011,106,11
2922,7,2011,107,54
2923,7,2011,108,31
2924,7,2011,109,26
2925,7,2011,110,16
2926,7,2011,111,21
2927,7,2011,112,40
2928,7,2011,201,9
2929,7,2011,202,5
2930,7,2011,203,11
2931,7,2011,204,28
2932,7,2011,205,8
2933,7,2011,206,7
2934,7,2011,207,27
2935,7,2011,208,9
2936,7,2011,209,9
2937,7,2011,210,13
2938,7,2011,211,5
2939,7,2011,212,7
2940,7,2011,301,49
2941,7,2011,302,18
2942,7,2011,303,32
2943,7,2011,305,45
2944,7,2011,306,29
2945,7,2011,307,30
2946,7,2011,308,18
2947,7,2011,309,4
2948,7,2011,310,23
2949,7,2011,311,16
2950,7,2011,312,9
2951,7,2011,313,44
2952,7,2011,314,4
2953,7,2011,315,11
2954,7,2011,316,10
2955,7,2011,317,10
2956,7,2011,318,35
2957,7,2011,401,30
2958,7,2011,402,6
2959,7,2011,403,14
2960,7,2011,404,5
2961,7,2011,405,17
2962,7,2011,406,9
2963,7,2011,407,36
2964,7,2011,408,21
2965,7,2011,409,2
2966,7,2011,410,15
2967,7,2011,411,13
2968,7,2011,412,34
2969,7,2011,413,18
2970,7,2011,414,13
2971,7,2012,101,4
2972,7,2012,102,8
2973,7,2012,103,13
2974,7,2012,104,4
2975,7,2012,105,6
2976,7,2012,106,5
2977,7,2012,107,23
2978,7,2012,108,3
2979,7,2012,109,21
2980,7,2012,110,4
2981,7,2012,111,6
2982,7,2012,112,44
2983,7,2012,201,13
2984,7,2012,202,1
2985,7,2012,203,9
2986,7,2012,204,7
2987,7,2012,205,10
2988,7,2012,206,3
2989,7,2012,207,9
2990,7,2012,208,7
2991,7,2012,209,10
2992,7,2012,210,3
2993,7,2012,211,1
2994,7,2012,212,6
2995,7,2012,301,26
2996,7,2012,302,13
2997,7,2012,303,38
2998,7,2012,304,2
2999,7,2012,305,14
3000,7,2012,306,9
3001,7,2012,307,5
3002,7,2012,308,11
3003,7,2012,309,3
3004,7,2012,310,12
3005,7,2012,311,11
3006,7,2012,312,3
3007,7,2012,313,28
3008,7,2012,315,5
3009,7,2012,316,10
3010,7,2012,317,2
3011,7,2012,318,28
3012,7,2012,401,12
3013,7,2012,402,8
3014,7,2012,403,4
3015,7,2012,404,1
3016,7,2012,405,4
3017,7,2012,406,2
3018,7,2012,407,15
3019,7,2012,408,11
3020,7,2012,410,4
3021,7,2012,411,8
3022,7,2012,412,22
3023,7,2012,413,16
3024,7,2012,414,1
3025,7,2013,102,1
3026,7,2013,103,6
3027,7,2013,104,2
3028,7,2013,105,1
3029,7,2013,106,1
3030,7,2013,107,6
3031,7,2013,109,3
3032,7,2013,111,6
3033,7,2013,112,7
3034,7,2013,201,2
3035,7,2013,203,1
3036,7,2013,204,5
3037,7,2013,205,1
3038,7,2013,207,2
3039,7,2013,208,1
3040,7,2013,209,2
3041,7,2013,211,1
3042,7,2013,301,1
3043,7,2013,302,3
3044,7,2013,303,6
3045,7,2013,305,2
3046,7,2013,306,4
3047,7,2013,307,5
3048,7,2013,308,5
3049,7,2013,310,2
3050,7,2013,311,1
3051,7,2013,312,1
3052,7,2013,313,2
3053,7,2013,315,1
3054,7,2013,318,3
3055,7,2013,401,1
3056,7,2013,402,1
3057,7,2013,403,1
3058,7,2013,405,1
3059,7,2013,406,2
3060,7,2013,407,8
3061,7,2013,408,4
3062,7,2013,410,1
3063,7,2013,412,2
3064,7,2013,413,1
3065,7,2013,414,2
3066,7,2014,102,19
3067,7,2014,103,46
3068,7,2014,104,5
3069,7,2014,105,10
3070,7,2014,106,11
3071,7,2014,107,36
3072,7,2014,108,24
3073,7,2014,109,23
3074,7,2014,110,14
3075,7,2014,111,46
3076,7,2014,112,63
3077,7,2014,201,16
3078,7,2014,202,2
3079,7,2014,203,13
3080,7,2014,204,23
3081,7,2014,205,8
3082,7,2014,206,12
3083,7,2014,207,17
3084,7,2014,208,13
3085,7,2014,209,14
3086,7,2014,210,12
3087,7,2014,211,9
3088,7,2014,212,2
3089,7,2014,301,40
3090,7,2014,302,29
3091,7,2014,303,29
3092,7,2014,304,5
3093,7,2014,305,30
3094,7,2014,306,25
3095,7,2014,307,14
3096,7,2014,308,10
3097,7,2014,309,5
3098,7,2014,310,15
3099,7,2014,311,17
3100,7,2014,312,3
3101,7,2014,313,25
3102,7,2014,314,3
3103,7,2014,315,9
3104,7,2014,316,15
3105,7,2014,317,11
3106,7,2014,318,26
3107,7,2014,355,1
3108,7,2014,401,29
3109,7,2014,402,11
3110,7,2014,403,7
3111,7,2014,404,7
3112,7,2014,405,10
3113,7,2014,406,8
3114,7,2014,407,34
3115,7,2014,408,9
3116,7,2014,409,1
3117,7,2014,410,5
3118,7,2014,411,12
3119,7,2014,412,25
3120,7,2014,413,9
3121,7,2014,414,13
3122,7,2015,102,15
3123,7,2015,103,80
3124,7,2015,104,16
3125,7,2015,105,10
3126,7,2015,106,22
3127,7,2015,107,66
3128,7,2015,108,42
3129,7,2015,109,23
3130,7,2015,110,15
3131,7,2015,111,29
3132,7,2015,112,115
3133,7,2015,201,19
3134,7,2015,202,5
3135,7,2015,203,20
3136,7,2015,204,22
3137,7,2015,205,30
3138,7,2015,206,17
3139,7,2015,207,23
3140,7,2015,208,19
3141,7,2015,209,12
3142,7,2015,210,14
3143,7,2015,211,3
3144,7,2015,212,7
3145,7,2015,301,62
3146,7,2015,302,61
3147,7,2015,303,64
3148,7,2015,304,7
3149,7,2015,305,46
3150,7,2015,306,14
3151,7,2015,307,27
3152,7,2015,308,35
3153,7,2015,309,9
3154,7,2015,310,48
3155,7,2015,311,10
3156,7,2015,312,13
3157,7,2015,313,23
3158,7,2015,314,2
3159,7,2015,315,35
3160,7,2015,316,19
3161,7,2015,317,3
3162,7,2015,318,53
3163,7,2015,401,104
3164,7,2015,402,22
3165,7,2015,403,14
3166,7,2015,404,12
3167,7,2015,405,26
3168,7,2015,406,6
3169,7,2015,407,51
3170,7,2015,408,21
3171,7,2015,409,1
3172,7,2015,410,7
3173,7,2015,411,17
3174,7,2015,412,32
3175,7,2015,413,17
3176,7,2015,414,56
3177,7,2016,102,19
3178,7,2016,103,71
3179,7,2016,104,16
3180,7,2016,105,16
3181,7,2016,106,18
3182,7,2016,107,48
3183,7,2016,108,29
3184,7,2016,109,54
3185,7,2016,110,30
3186,7,2016,111,34
3187,7,2016,112,140
3188,7,2016,201,15
3189,7,2016,202,4
3190,7,2016,203,14
3191,7,2016,204,45
3192,7,2016,205,9
3193,7,2016,206,14
3194,7,2016,207,32
3195,7,2016,208,17
3196,7,2016,209,34
3197,7,2016,210,10
3198,7,2016,211,14
3199,7,2016,212,8
3200,7,2016,301,122
3201,7,2016,302,51
3202,7,2016,303,41
3203,7,2016,304,7
3204,7,2016,305,39
3205,7,2016,306,65
3206,7,2016,307,23
3207,7,2016,308,42
3208,7,2016,309,3
3209,7,2016,310,45
3210,7,2016,311,22
3211,7,2016,312,13
3212,7,2016,313,28
3213,7,2016,314,13
3214,7,2016,315,36
3215,7,2016,316,21
3216,7,2016,317,17
3217,7,2016,318,34
3218,7,2016,401,69
3219,7,2016,402,20
3220,7,2016,403,20
3221,7,2016,404,14
3222,7,2016,405,33
3223,7,2016,406,16
3224,7,2016,407,68
3225,7,2016,408,20
3226,7,2016,409,6
3227,7,2016,410,5
3228,7,2016,411,23
3229,7,2016,412,38
3230,7,2016,413,19
3231,7,2016,414,60
3232,7,2017,102,22
3233,7,2017,103,69
3234,7,2017,104,16
3235,7,2017,105,10
3236,7,2017,106,16
3237,7,2017,107,101
3238,7,2017,108,40
3239,7,2017,109,44
3240,7,2017,110,20
3241,7,2017,111,33
3242,7,2017,112,110
3243,7,2017,201,14
3244,7,2017,202,13
3245,7,2017,203,17
3246,7,2017,204,33
3247,7,2017,205,11
3248,7,2017,206,14
3249,7,2017,207,46
3250,7,2017,208,17
3251,7,2017,209,32
3252,7,2017,210,13
3253,7,2017,211,17
3254,7,2017,212,6
3255,7,2017,301,58
3256,7,2017,302,60
3257,7,2017,303,58
3258,7,2017,304,10
3259,7,2017,305,45
3260,7,2017,306,28
3261,7,2017,307,50
3262,7,2017,308,37
3263,7,2017,309,13
3264,7,2017,310,66
3265,7,2017,311,39
3266,7,2017,312,31
3267,7,2017,313,43
3268,7,2017,314,5
3269,7,2017,315,20
3270,7,2017,316,32
3271,7,2017,317,23
3272,7,2017,318,66
3273,7,2017,355,5
3274,7,2017,401,71
3275,7,2017,402,27
3276,7,2017,403,20
3277,7,2017,404,9
3278,7,2017,405,42
3279,7,2017,406,13
3280,7,2017,407,70
3281,7,2017,408,30
3282,7,2017,410,9
3283,7,2017,411,23
3284,7,2017,412,38
3285,7,2017,413,27
3286,7,2017,414,97
3287,7,2018,101,5
3288,7,2018,102,17
3289,7,2018,103,41
3290,7,2018,104,10
3291,7,2018,105,6
3292,7,2018,106,7
3293,7,2018,107,36
3294,7,2018,108,18
3295,7,2018,109,17
3296,7,2018,110,1
3297,7,2018,111,12
3298,7,2018,112,44
3299,7,2018,201,3
3300,7,2018,202,6
3301,7,2018,203,10
3302,7,2018,204,14
3303,7,2018,205,12
3304,7,2018,206,3
3305,7,2018,207,39
3306,7,2018,208,40
3307,7,2018,209,20
3308,7,2018,210,4
3309,7,2018,211,10
3310,7,2018,212,11
3311,7,2018,301,47
3312,7,2018,302,43
3313,7,2018,303,41
3314,7,2018,304,22
3315,7,2018,305,34
3316,7,2018,306,42
3317,7,2018,307,28
3318,7,2018,308,30
3319,7,2018,309,19
3320,7,2018,310,45
3321,7,2018,311,28
3322,7,2018,312,31
3323,7,2018,313,32
3324,7,2018,314,10
3325,7,2018,315,16
3326,7,2018,316,11
3327,7,2018,317,9
3328,7,2018,318,24
3329,7,2018,355,1
3330,7,2018,401,35
3331,7,2018,402,13
3332,7,2018,403,10
3333,7,2018,404,13
3334,7,2018,405,27
3335,7,2018,406,9
3336,7,2018,407,41
3337,7,2018,408,15
3338,7,2018,409,2
3339,7,2018,410,3
3340,7,2018,411,17
3341,7,2018,412,10
3342,7,2018,413,21
3343,7,2018,414,46
3344,8,2010,101,8
3345,8,2010,102,11
3346,8,2010,103,28
3347,8,2010,104,9
3348,8,2010,105,4
3349,8,2010,106,5
3350,8,2010,107,61
3351,8,2010,108,7
3352,8,2010,109,36
3353,8,2010,110,8
3354,8,2010,111,21
3355,8,2010,112,46
3356,8,2010,201,15
3357,8,2010,202,1
3358,8,2010,203,11
3359,8,2010,204,11
3360,8,2010,205,6
3361,8,2010,206,4
3362,8,2010,207,13
3363,8,2010,208,11
3364,8,2010,209,9
3365,8,2010,210,12
3366,8,2010,211,3
3367,8,2010,212,2
3368,8,2010,301,19
3369,8,2010,302,14
3370,8,2010,303,16
3371,8,2010,304,1
3372,8,2010,305,13
3373,8,2010,306,25
3374,8,2010,307,11
3375,8,2010,308,3
3376,8,2010,309,4
3377,8,2010,310,11
3378,8,2010,311,1
3379,8,2010,312,3
3380,8,2010,313,30
3381,8,2010,314,6
3382,8,2010,315,4
3383,8,2010,316,4
3384,8,2010,317,3
3385,8,2010,318,34
3386,8,2010,355,1
3387,8,2010,401,20
3388,8,2010,402,3
3389,8,2010,403,1
3390,8,2010,404,1
3391,8,2010,405,17
3392,8,2010,406,2
3393,8,2010,407,23
3394,8,2010,408,12
3395,8,2010,409,1
3396,8,2010,410,4
3397,8,2010,411,2
3398,8,2010,412,17
3399,8,2010,413,35
3400,8,2010,414,7
3401,8,2011,101,13
3402,8,2011,102,10
3403,8,2011,103,83
3404,8,2011,104,7
3405,8,2011,105,5
3406,8,2011,106,10
3407,8,2011,107,40
3408,8,2011,108,19
3409,8,2011,109,16
3410,8,2011,110,5
3411,8,2011,111,12
3412,8,2011,112,23
3413,8,2011,201,6
3414,8,2011,202,2
3415,8,2011,203,8
3416,8,2011,204,9
3417,8,2011,205,7
3418,8,2011,206,11
3419,8,2011,207,29
3420,8,2011,208,9
3421,8,2011,209,3
3422,8,2011,210,7
3423,8,2011,211,6
3424,8,2011,212,4
3425,8,2011,301,27
3426,8,2011,302,16
3427,8,2011,303,23
3428,8,2011,304,1
3429,8,2011,305,8
3430,8,2011,306,9
3431,8,2011,307,10
3432,8,2011,308,8
3433,8,2011,309,2
3434,8,2011,310,17
3435,8,2011,311,11
3436,8,2011,312,9
3437,8,2011,313,9
3438,8,2011,314,2
3439,8,2011,315,13
3440,8,2011,316,7
3441,8,2011,317,4
3442,8,2011,318,34
3443,8,2011,355,1
3444,8,2011,401,29
3445,8,2011,402,10
3446,8,2011,403,13
3447,8,2011,404,3
3448,8,2011,405,13
3449,8,2011,406,8
3450,8,2011,407,31
3451,8,2011,408,9
3452,8,2011,409,4
3453,8,2011,410,2
3454,8,2011,411,5
3455,8,2011,412,24
3456,8,2011,413,15
3457,8,2011,414,7
3458,8,2012,101,2
3459,8,2012,102,2
3460,8,2012,103,4
3461,8,2012,105,1
3462,8,2012,107,6
3463,8,2012,108,3
3464,8,2012,110,2
3465,8,2012,112,4
3466,8,2012,203,2
3467,8,2012,204,1
3468,8,2012,206,1
3469,8,2012,208,1
3470,8,2012,209,1
3471,8,2012,210,2
3472,8,2012,212,1
3473,8,2012,301,3
3474,8,2012,302,4
3475,8,2012,303,1
3476,8,2012,305,3
3477,8,2012,306,4
3478,8,2012,307,1
3479,8,2012,308,2
3480,8,2012,310,2
3481,8,2012,311,1
3482,8,2012,313,2
3483,8,2012,315,1
3484,8,2012,316,2
3485,8,2012,318,2
3486,8,2012,401,2
3487,8,2012,402,1
3488,8,2012,403,2
3489,8,2012,405,1
3490,8,2012,407,3
3491,8,2012,408,1
3492,8,2012,412,1
3493,8,2012,413,3
3494,8,2013,103,1
3495,8,2013,105,2
3496,8,2013,106,2
3497,8,2013,107,4
3498,8,2013,109,2
3499,8,2013,111,2
3500,8,2013,112,2
3501,8,2013,201,1
3502,8,2013,203,1
3503,8,2013,204,4
3504,8,2013,205,1
3505,8,2013,206,1
3506,8,2013,207,4
3507,8,2013,208,1
3508,8,2013,209,2
3509,8,2013,210,3
3510,8,2013,211,1
3511,8,2013,212,1
3512,8,2013,301,4
3513,8,2013,302,5
3514,8,2013,303,5
3515,8,2013,306,3
3516,8,2013,307,3
3517,8,2013,308,1
3518,8,2013,309,1
3519,8,2013,310,4
3520,8,2013,311,2
3521,8,2013,312,2
3522,8,2013,313,1
3523,8,2013,315,3
3524,8,2013,316,3
3525,8,2013,318,3
3526,8,2013,401,5
3527,8,2013,402,1
3528,8,2013,403,1
3529,8,2013,405,3
3530,8,2013,407,7
3531,8,2013,408,3
3532,8,2013,409,1
3533,8,2013,411,2
3534,8,2013,412,3
3535,8,2013,413,1
3536,8,2013,414,2
3537,8,2014,102,19
3538,8,2014,103,33
3539,8,2014,104,8
3540,8,2014,105,8
3541,8,2014,106,5
3542,8,2014,107,34
3543,8,2014,108,29
3544,8,2014,109,24
3545,8,2014,110,8
3546,8,2014,111,17
3547,8,2014,112,41
3548,8,2014,201,5
3549,8,2014,202,3
3550,8,2014,203,9
3551,8,2014,204,16
3552,8,2014,205,14
3553,8,2014,206,6
3554,8,2014,207,6
3555,8,2014,208,11
3556,8,2014,209,16
3557,8,2014,210,5
3558,8,2014,211,4
3559,8,2014,212,1
3560,8,2014,301,38
3561,8,2014,302,32
3562,8,2014,303,12
3563,8,2014,304,1
3564,8,2014,305,14
3565,8,2014,306,9
3566,8,2014,307,15
3567,8,2014,308,14
3568,8,2014,309,6
3569,8,2014,310,18
3570,8,2014,311,5
3571,8,2014,312,4
3572,8,2014,313,17
3573,8,2014,314,1
3574,8,2014,315,12
3575,8,2014,316,13
3576,8,2014,317,3
