,Month,Year,community_board_full,DOB
1247,3,2017,206,9
1248,3,2017,207,6
1249,3,2017,208,2
1250,3,2017,209,5
1251,3,2017,210,11
1252,3,2017,211,5
1253,3,2017,212,10
1254,3,2017,301,56
1255,3,2017,302,60
1256,3,2017,303,93
1257,3,2017,304,44
1258,3,2017,305,16
1259,3,2017,306,79
1260,3,2017,307,39
1261,3,2017,308,29
1262,3,2017,309,8
1263,3,2017,310,21
1264,3,2017,311,20
1265,3,2017,312,35
1266,3,2017,313,11
1267,3,2017,314,22
1268,3,2017,315,27
1269,3,2017,316,21
1270,3,2017,317,17
1271,3,2017,318,19
1272,3,2017,356,1
1273,3,2017,401,40
1274,3,2017,402,15
1275,3,2017,403,20
1276,3,2017,404,17
1277,3,2017,405,18
1278,3,2017,406,11
1279,3,2017,407,39
1280,3,2017,408,27
1281,3,2017,409,3
1282,3,2017,410,6
1283,3,2017,411,15
1284,3,2017,412,27
1285,3,2017,413,12
1286,3,2017,414,12
1287,3,2018,101,18
1288,3,2018,102,43
1289,3,2018,103,39
1290,3,2018,104,22
1291,3,2018,105,41
1292,3,2018,106,23
1293,3,2018,107,21
1294,3,2018,108,34
1295,3,2018,109,9
1296,3,2018,110,17
1297,3,2018,111,5
1298,3,2018,112,26
1299,3,2018,201,11
1300,3,2018,202,5
1301,3,2018,203,6
1302,3,2018,204,36
1303,3,2018,205,8
1304,3,2018,206,11
1305,3,2018,207,14
1306,3,2018,208,4
1307,3,2018,209,7
1308,3,2018,210,12
1309,3,2018,211,2
1310,3,2018,212,21
1311,3,2018,301,73
1312,3,2018,302,35
1313,3,2018,303,52
1314,3,2018,304,45
1315,3,2018,305,23
1316,3,2018,306,40
1317,3,2018,307,19
1318,3,2018,308,28
1319,3,2018,309,31
1320,3,2018,310,16
1321,3,2018,311,17
1322,3,2018,312,14
1323,3,2018,313,13
1324,3,2018,314,19
1325,3,2018,315,16
1326,3,2018,316,13
1327,3,2018,317,27
1328,3,2018,318,12
1329,3,2018,401,33
1330,3,2018,402,27
1331,3,2018,403,11
1332,3,2018,404,8
1333,3,2018,405,16
1334,3,2018,406,11
1335,3,2018,407,28
1336,3,2018,408,16
1337,3,2018,409,12
1338,3,2018,410,26
1339,3,2018,411,13
1340,3,2018,412,39
1341,3,2018,413,22
1342,3,2018,414,11
1343,3,2019,101,40
1344,3,2019,102,58
1345,3,2019,103,92
1346,3,2019,104,123
1347,3,2019,105,70
1348,3,2019,106,44
1349,3,2019,107,72
1350,3,2019,108,89
1351,3,2019,109,47
1352,3,2019,110,76
1353,3,2019,111,40
1354,3,2019,112,64
1355,3,2019,201,37
1356,3,2019,202,18
1357,3,2019,203,33
1358,3,2019,204,35
1359,3,2019,205,50
1360,3,2019,206,30
1361,3,2019,207,32
1362,3,2019,208,27
1363,3,2019,209,52
1364,3,2019,210,37
1365,3,2019,211,22
1366,3,2019,212,54
1367,3,2019,301,140
1368,3,2019,302,61
1369,3,2019,303,115
1370,3,2019,304,87
1371,3,2019,305,78
1372,3,2019,306,61
1373,3,2019,307,67
1374,3,2019,308,54
1375,3,2019,309,50
1376,3,2019,310,60
1377,3,2019,311,63
1378,3,2019,312,114
1379,3,2019,313,33
1380,3,2019,314,39
1381,3,2019,315,59
1382,3,2019,316,34
1383,3,2019,317,76
1384,3,2019,318,47
1385,3,2019,401,91
1386,3,2019,402,44
1387,3,2019,403,51
1388,3,2019,404,62
1389,3,2019,405,49
1390,3,2019,406,36
1391,3,2019,407,127
1392,3,2019,408,51
1393,3,2019,409,49
1394,3,2019,410,66
1395,3,2019,411,91
1396,3,2019,412,85
1397,3,2019,413,82
1398,3,2019,414,28
1399,4,2011,101,5
1400,4,2011,102,13
1401,4,2011,103,8
1402,4,2011,104,20
1403,4,2011,105,14
1404,4,2011,106,6
1405,4,2011,107,12
1406,4,2011,108,9
1407,4,2011,109,3
1408,4,2011,110,4
1409,4,2011,111,4
1410,4,2011,112,6
1411,4,2011,201,2
1412,4,2011,203,2
1413,4,2011,204,2
1414,4,2011,205,1
1415,4,2011,207,2
1416,4,2011,208,1
1417,4,2011,209,1
1418,4,2011,212,2
1419,4,2011,301,5
1420,4,2011,302,7
1421,4,2011,303,5
1422,4,2011,304,5
1423,4,2011,305,3
1424,4,2011,306,5
1425,4,2011,307,1
1426,4,2011,308,1
1427,4,2011,310,5
1428,4,2011,312,5
1429,4,2011,313,1
1430,4,2011,314,1
1431,4,2011,315,6
1432,4,2011,316,2
1433,4,2011,401,13
1434,4,2011,402,2
1435,4,2011,403,2
1436,4,2011,404,2
1437,4,2011,405,2
1438,4,2011,406,1
1439,4,2011,407,9
1440,4,2011,408,2
1441,4,2011,409,4
1442,4,2011,410,3
1443,4,2011,411,3
1444,4,2011,412,5
1445,4,2011,413,4
1446,4,2011,414,2
1447,4,2012,101,16
1448,4,2012,102,11
1449,4,2012,103,17
1450,4,2012,104,16
1451,4,2012,105,17
1452,4,2012,106,11
1453,4,2012,107,17
1454,4,2012,108,22
1455,4,2012,109,3
1456,4,2012,110,8
1457,4,2012,111,6
1458,4,2012,112,3
1459,4,2012,201,1
1460,4,2012,202,1
1461,4,2012,203,4
1462,4,2012,204,2
1463,4,2012,205,1
1464,4,2012,206,1
1465,4,2012,207,1
1466,4,2012,208,1
1467,4,2012,211,1
1468,4,2012,212,2
1469,4,2012,301,6
1470,4,2012,302,2
1471,4,2012,303,3
1472,4,2012,305,1
1473,4,2012,306,5
1474,4,2012,307,2
1475,4,2012,308,3
1476,4,2012,309,1
1477,4,2012,311,2
1478,4,2012,312,3
1479,4,2012,313,2
1480,4,2012,314,4
1481,4,2012,315,2
1482,4,2012,317,1
1483,4,2012,401,7
1484,4,2012,402,3
1485,4,2012,403,2
1486,4,2012,404,3
1487,4,2012,405,3
1488,4,2012,406,4
1489,4,2012,407,3
1490,4,2012,408,2
1491,4,2012,409,3
1492,4,2012,410,3
1493,4,2012,411,1
1494,4,2012,412,2
1495,4,2012,413,2
1496,4,2012,414,3
1497,4,2013,101,14
1498,4,2013,102,24
1499,4,2013,103,21
1500,4,2013,104,36
1501,4,2013,105,24
1502,4,2013,106,18
1503,4,2013,107,34
1504,4,2013,108,30
1505,4,2013,109,3
1506,4,2013,110,6
1507,4,2013,111,8
1508,4,2013,112,4
1509,4,2013,201,2
1510,4,2013,202,1
1511,4,2013,204,2
1512,4,2013,205,1
1513,4,2013,206,3
1514,4,2013,207,1
1515,4,2013,208,6
1516,4,2013,210,2
1517,4,2013,211,2
1518,4,2013,212,1
1519,4,2013,301,20
1520,4,2013,302,10
1521,4,2013,303,3
1522,4,2013,304,9
1523,4,2013,305,5
1524,4,2013,306,4
1525,4,2013,307,6
1526,4,2013,308,5
1527,4,2013,310,3
1528,4,2013,311,9
1529,4,2013,312,8
1530,4,2013,313,3
1531,4,2013,314,4
1532,4,2013,315,2
1533,4,2013,317,2
1534,4,2013,318,2
1535,4,2013,401,11
1536,4,2013,402,10
1537,4,2013,403,7
1538,4,2013,404,6
1539,4,2013,405,7
1540,4,2013,406,7
1541,4,2013,407,6
1542,4,2013,408,6
1543,4,2013,409,3
1544,4,2013,410,1
1545,4,2013,411,5
1546,4,2013,412,1
1547,4,2013,413,6
1548,4,2013,414,6
1549,4,2014,101,29
1550,4,2014,102,30
1551,4,2014,103,29
1552,4,2014,104,32
1553,4,2014,105,36
1554,4,2014,106,23
1555,4,2014,107,30
1556,4,2014,108,24
1557,4,2014,109,8
1558,4,2014,110,16
1559,4,2014,111,11
1560,4,2014,112,10
1561,4,2014,201,8
1562,4,2014,202,4
1563,4,2014,203,6
1564,4,2014,204,6
1565,4,2014,205,4
1566,4,2014,206,9
1567,4,2014,207,5
1568,4,2014,208,4
1569,4,2014,209,8
1570,4,2014,210,3
1571,4,2014,211,2
1572,4,2014,212,7
1573,4,2014,301,49
1574,4,2014,302,24
1575,4,2014,303,41
1576,4,2014,304,26
1577,4,2014,305,14
1578,4,2014,306,34
1579,4,2014,307,13
1580,4,2014,308,11
1581,4,2014,309,7
1582,4,2014,310,4
1583,4,2014,311,7
1584,4,2014,312,11
1585,4,2014,313,9
1586,4,2014,314,4
1587,4,2014,315,1
1588,4,2014,316,4
1589,4,2014,317,2
1590,4,2014,318,3
1591,4,2014,401,11
1592,4,2014,402,7
1593,4,2014,403,4
1594,4,2014,404,2
1595,4,2014,405,10
1596,4,2014,406,8
1597,4,2014,407,9
1598,4,2014,408,7
1599,4,2014,409,4
1600,4,2014,410,5
1601,4,2014,411,5
1602,4,2014,412,10
1603,4,2014,413,5
1604,4,2014,414,2
1605,4,2015,101,19
1606,4,2015,102,25
1607,4,2015,103,30
1608,4,2015,104,42
1609,4,2015,105,29
1610,4,2015,106,28
1611,4,2015,107,27
1612,4,2015,108,36
1613,4,2015,109,15
1614,4,2015,110,11
1615,4,2015,111,19
1616,4,2015,112,9
1617,4,2015,201,2
1618,4,2015,202,2
1619,4,2015,203,3
1620,4,2015,204,4
1621,4,2015,205,7
1622,4,2015,206,2
1623,4,2015,208,8
1624,4,2015,209,6
1625,4,2015,211,6
1626,4,2015,212,2
1627,4,2015,301,40
1628,4,2015,302,24
1629,4,2015,303,36
1630,4,2015,304,10
1631,4,2015,305,11
1632,4,2015,306,10
1633,4,2015,307,13
1634,4,2015,308,17
1635,4,2015,309,9
1636,4,2015,310,11
1637,4,2015,311,10
1638,4,2015,312,10
1639,4,2015,313,10
1640,4,2015,314,15
1641,4,2015,315,17
1642,4,2015,316,5
1643,4,2015,317,11
1644,4,2015,318,8
1645,4,2015,401,25
1646,4,2015,402,16
1647,4,2015,403,16
1648,4,2015,404,12
1649,4,2015,405,17
1650,4,2015,406,4
1651,4,2015,407,28
1652,4,2015,408,17
1653,4,2015,409,9
1654,4,2015,410,14
1655,4,2015,411,15
1656,4,2015,412,18
1657,4,2015,413,9
1658,4,2015,414,2
1659,4,2016,101,31
1660,4,2016,102,40
1661,4,2016,103,36
1662,4,2016,104,50
1663,4,2016,105,63
1664,4,2016,106,29
1665,4,2016,107,27
1666,4,2016,108,36
1667,4,2016,109,19
1668,4,2016,110,22
1669,4,2016,111,9
1670,4,2016,112,15
1671,4,2016,201,8
1672,4,2016,203,4
1673,4,2016,204,9
1674,4,2016,205,9
1675,4,2016,206,3
1676,4,2016,207,1
1677,4,2016,208,1
1678,4,2016,209,2
1679,4,2016,210,3
1680,4,2016,211,8
1681,4,2016,212,8
1682,4,2016,301,47
1683,4,2016,302,36
1684,4,2016,303,57
1685,4,2016,304,14
1686,4,2016,305,17
1687,4,2016,306,13
1688,4,2016,307,10
1689,4,2016,308,9
1690,4,2016,309,18
1691,4,2016,310,9
1692,4,2016,311,11
1693,4,2016,312,20
1694,4,2016,313,5
1695,4,2016,314,10
1696,4,2016,315,14
1697,4,2016,316,10
1698,4,2016,317,14
1699,4,2016,318,3
1700,4,2016,401,31
1701,4,2016,402,40
1702,4,2016,403,17
1703,4,2016,404,11
1704,4,2016,405,21
1705,4,2016,406,10
1706,4,2016,407,46
1707,4,2016,408,21
1708,4,2016,409,12
1709,4,2016,410,12
1710,4,2016,411,26
1711,4,2016,412,28
1712,4,2016,413,10
1713,4,2016,414,11
1714,4,2017,101,22
1715,4,2017,102,44
1716,4,2017,103,36
1717,4,2017,104,66
1718,4,2017,105,43
1719,4,2017,106,34
1720,4,2017,107,29
1721,4,2017,108,40
1722,4,2017,109,13
1723,4,2017,110,25
1724,4,2017,111,12
1725,4,2017,112,16
1726,4,2017,201,7
1727,4,2017,202,1
1728,4,2017,203,5
1729,4,2017,204,9
1730,4,2017,205,4
1731,4,2017,206,4
1732,4,2017,207,11
1733,4,2017,208,12
1734,4,2017,209,18
1735,4,2017,210,8
1736,4,2017,211,7
1737,4,2017,212,16
1738,4,2017,301,44
1739,4,2017,302,23
1740,4,2017,303,28
1741,4,2017,304,23
1742,4,2017,305,21
1743,4,2017,306,22
1744,4,2017,307,19
1745,4,2017,308,21
1746,4,2017,309,20
1747,4,2017,310,21
1748,4,2017,311,17
1749,4,2017,312,21
1750,4,2017,313,7
1751,4,2017,314,17
1752,4,2017,315,24
1753,4,2017,316,2
1754,4,2017,317,14
1755,4,2017,318,12
1756,4,2017,401,33
1757,4,2017,402,55
1758,4,2017,403,33
1759,4,2017,404,18
1760,4,2017,405,25
1761,4,2017,406,8
1762,4,2017,407,74
1763,4,2017,408,20
1764,4,2017,409,17
1765,4,2017,410,11
1766,4,2017,411,24
1767,4,2017,412,16
1768,4,2017,413,20
1769,4,2017,414,8
1770,4,2018,101,24
1771,4,2018,102,40
1772,4,2018,103,57
1773,4,2018,104,39
1774,4,2018,105,46
1775,4,2018,106,29
1776,4,2018,107,28
1777,4,2018,108,38
1778,4,2018,109,17
1779,4,2018,110,28
1780,4,2018,111,21
1781,4,2018,112,22
1782,4,2018,201,4
1783,4,2018,202,9
1784,4,2018,203,13
1785,4,2018,204,15
1786,4,2018,205,6
1787,4,2018,206,8
1788,4,2018,207,13
1789,4,2018,208,7
1790,4,2018,209,9
1791,4,2018,210,8
1792,4,2018,211,8
1793,4,2018,212,18
1794,4,2018,301,65
1795,4,2018,302,36
1796,4,2018,303,53
1797,4,2018,304,39
1798,4,2018,305,40
1799,4,2018,306,30
1800,4,2018,307,21
1801,4,2018,308,18
1802,4,2018,309,15
1803,4,2018,310,10
1804,4,2018,311,22
1805,4,2018,312,27
1806,4,2018,313,7
1807,4,2018,314,14
1808,4,2018,315,38
1809,4,2018,316,9
1810,4,2018,317,32
1811,4,2018,318,16
1812,4,2018,401,35
1813,4,2018,402,25
1814,4,2018,403,15
1815,4,2018,404,45
1816,4,2018,405,17
1817,4,2018,406,8
1818,4,2018,407,53
1819,4,2018,408,18
1820,4,2018,409,18
1821,4,2018,410,21
1822,4,2018,411,17
1823,4,2018,412,27
1824,4,2018,413,15
1825,4,2018,414,25
1826,4,2018,483,1
1827,4,2019,101,97
1828,4,2019,102,177
1829,4,2019,103,178
1830,4,2019,104,151
1831,4,2019,105,164
1832,4,2019,106,136
1833,4,2019,107,202
1834,4,2019,108,134
1835,4,2019,109,98
1836,4,2019,110,110
1837,4,2019,111,84
1838,4,2019,112,108
1839,4,2019,201,105
1840,4,2019,202,41
1841,4,2019,203,57
1842,4,2019,204,93
1843,4,2019,205,96
1844,4,2019,206,68
1845,4,2019,207,87
1846,4,2019,208,67
1847,4,2019,209,123
1848,4,2019,210,111
1849,4,2019,211,69
1850,4,2019,212,135
1851,4,2019,301,263
1852,4,2019,302,160
1853,4,2019,303,199
1854,4,2019,304,143
1855,4,2019,305,195
1856,4,2019,306,138
1857,4,2019,307,159
1858,4,2019,308,88
1859,4,2019,309,123
1860,4,2019,310,222
1861,4,2019,311,195
1862,4,2019,312,153
1863,4,2019,313,79
1864,4,2019,314,140
1865,4,2019,315,207
1866,4,2019,316,80
1867,4,2019,317,157
1868,4,2019,318,106
1869,4,2019,401,178
1870,4,2019,402,108
1871,4,2019,403,104
1872,4,2019,404,110
1873,4,2019,405,146
1874,4,2019,406,64
1875,4,2019,407,272
1876,4,2019,408,114
1877,4,2019,409,147
1878,4,2019,410,187
1879,4,2019,411,132
1880,4,2019,412,266
1881,4,2019,413,122
1882,4,2019,414,107
1883,5,2011,101,6
1884,5,2011,102,18
1885,5,2011,103,17
1886,5,2011,104,14
1887,5,2011,105,12
1888,5,2011,106,5
1889,5,2011,107,15
1890,5,2011,108,10
1891,5,2011,109,4
1892,5,2011,110,5
1893,5,2011,111,3
1894,5,2011,112,4
1895,5,2011,201,1
1896,5,2011,204,1
1897,5,2011,205,2
1898,5,2011,206,2
1899,5,2011,208,4
1900,5,2011,209,2
1901,5,2011,210,1
1902,5,2011,211,3
1903,5,2011,301,9
1904,5,2011,302,9
1905,5,2011,303,8
1906,5,2011,305,1
1907,5,2011,306,7
1908,5,2011,307,7
1909,5,2011,308,2
1910,5,2011,309,1
1911,5,2011,310,2
1912,5,2011,311,1
1913,5,2011,312,5
1914,5,2011,313,3
1915,5,2011,315,9
1916,5,2011,316,3
1917,5,2011,401,10
1918,5,2011,402,6
1919,5,2011,403,2
1920,5,2011,405,5
1921,5,2011,406,3
1922,5,2011,407,17
1923,5,2011,408,4
1924,5,2011,409,2
1925,5,2011,410,3
1926,5,2011,411,6
1927,5,2011,412,1
1928,5,2011,413,2
1929,5,2011,414,1
1930,5,2012,101,8
1931,5,2012,102,19
1932,5,2012,103,9
1933,5,2012,104,14
1934,5,2012,105,18
1935,5,2012,106,22
1936,5,2012,107,33
1937,5,2012,108,23
1938,5,2012,109,8
1939,5,2012,110,9
1940,5,2012,111,11
1941,5,2012,112,4
1942,5,2012,201,1
1943,5,2012,202,2
1944,5,2012,203,3
1945,5,2012,204,2
1946,5,2012,205,3
1947,5,2012,206,1
1948,5,2012,207,2
1949,5,2012,208,4
1950,5,2012,209,2
1951,5,2012,210,2
1952,5,2012,211,2
1953,5,2012,212,5
1954,5,2012,301,8
1955,5,2012,302,3
1956,5,2012,303,5
1957,5,2012,305,3
1958,5,2012,306,8
1959,5,2012,307,3
1960,5,2012,308,1
1961,5,2012,310,4
1962,5,2012,311,5
1963,5,2012,312,8
1964,5,2012,313,2
1965,5,2012,315,7
1966,5,2012,316,2
1967,5,2012,317,1
1968,5,2012,318,1
1969,5,2012,401,11
1970,5,2012,402,12
1971,5,2012,403,7
1972,5,2012,404,7
1973,5,2012,405,13
1974,5,2012,406,5
1975,5,2012,407,13
1976,5,2012,408,3
1977,5,2012,409,8
1978,5,2012,410,2
1979,5,2012,411,10
1980,5,2012,412,9
1981,5,2012,413,1
1982,5,2012,414,2
1983,5,2013,101,13
1984,5,2013,102,22
1985,5,2013,103,19
1986,5,2013,104,16
1987,5,2013,105,23
1988,5,2013,106,18
1989,5,2013,107,14
1990,5,2013,108,29
1991,5,2013,109,5
1992,5,2013,110,7
1993,5,2013,111,7
1994,5,2013,112,7
1995,5,2013,201,3
1996,5,2013,203,6
1997,5,2013,204,1
1998,5,2013,206,5
1999,5,2013,207,1
2000,5,2013,208,2
2001,5,2013,209,2
2002,5,2013,210,1
2003,5,2013,211,1
2004,5,2013,212,1
2005,5,2013,301,17
2006,5,2013,302,6
2007,5,2013,303,11
2008,5,2013,305,6
2009,5,2013,306,8
2010,5,2013,307,4
2011,5,2013,308,8
2012,5,2013,310,3
2013,5,2013,311,2
2014,5,2013,312,5
2015,5,2013,313,4
2016,5,2013,314,8
2017,5,2013,315,10
2018,5,2013,316,3
2019,5,2013,317,1
2020,5,2013,401,12
2021,5,2013,402,5
2022,5,2013,403,2
2023,5,2013,404,3
2024,5,2013,405,6
2025,5,2013,406,6
2026,5,2013,407,6
2027,5,2013,408,3
2028,5,2013,409,2
2029,5,2013,410,3
2030,5,2013,411,3
2031,5,2013,412,5
2032,5,2013,413,3
2033,5,2013,414,1
2034,5,2014,101,17
2035,5,2014,102,24
2036,5,2014,103,28
2037,5,2014,104,23
2038,5,2014,105,37
2039,5,2014,106,25
2040,5,2014,107,28
2041,5,2014,108,45
2042,5,2014,109,6
2043,5,2014,110,18
2044,5,2014,111,11
2045,5,2014,112,8
2046,5,2014,201,3
2047,5,2014,203,1
2048,5,2014,204,1
2049,5,2014,205,1
2050,5,2014,206,3
2051,5,2014,207,3
2052,5,2014,208,1
2053,5,2014,209,1
2054,5,2014,210,5
2055,5,2014,211,1
2056,5,2014,301,54
2057,5,2014,302,20
2058,5,2014,303,14
2059,5,2014,304,18
2060,5,2014,305,1
2061,5,2014,306,17
2062,5,2014,307,8
2063,5,2014,308,5
2064,5,2014,309,1
2065,5,2014,310,6
2066,5,2014,311,2
2067,5,2014,312,8
2068,5,2014,313,11
2069,5,2014,314,4
2070,5,2014,315,4
2071,5,2014,316,1
2072,5,2014,317,4
2073,5,2014,318,1
2074,5,2014,401,17
2075,5,2014,402,7
2076,5,2014,403,7
2077,5,2014,404,3
2078,5,2014,405,3
2079,5,2014,406,6
2080,5,2014,407,15
2081,5,2014,408,8
2082,5,2014,409,3
2083,5,2014,410,3
2084,5,2014,411,12
2085,5,2014,412,6
2086,5,2014,413,3
2087,5,2014,414,2
2088,5,2015,101,25
2089,5,2015,102,31
2090,5,2015,103,42
2091,5,2015,104,56
2092,5,2015,105,29
2093,5,2015,106,30
2094,5,2015,107,38
2095,5,2015,108,37
2096,5,2015,109,11
2097,5,2015,110,11
2098,5,2015,111,10
2099,5,2015,112,7
2100,5,2015,201,2
2101,5,2015,202,2
2102,5,2015,203,5
2103,5,2015,204,5
2104,5,2015,205,2
2105,5,2015,206,4
2106,5,2015,207,4
2107,5,2015,208,3
2108,5,2015,209,2
2109,5,2015,210,3
2110,5,2015,211,1
2111,5,2015,212,7
2112,5,2015,301,44
2113,5,2015,302,25
2114,5,2015,303,38
2115,5,2015,304,29
2116,5,2015,305,10
2117,5,2015,306,6
2118,5,2015,307,10
2119,5,2015,308,14
2120,5,2015,309,11
2121,5,2015,310,16
2122,5,2015,311,6
2123,5,2015,312,16
2124,5,2015,313,2
2125,5,2015,314,14
2126,5,2015,315,10
2127,5,2015,316,7
2128,5,2015,317,5
2129,5,2015,318,6
2130,5,2015,401,30
2131,5,2015,402,11
2132,5,2015,403,24
2133,5,2015,404,16
2134,5,2015,405,14
2135,5,2015,406,8
2136,5,2015,407,24
2137,5,2015,408,12
2138,5,2015,409,19
2139,5,2015,410,11
2140,5,2015,411,9
2141,5,2015,412,13
2142,5,2015,413,7
2143,5,2015,414,3
2144,5,2016,101,26
2145,5,2016,102,28
2146,5,2016,103,46
2147,5,2016,104,36
2148,5,2016,105,49
2149,5,2016,106,26
2150,5,2016,107,37
2151,5,2016,108,35
2152,5,2016,109,16
2153,5,2016,110,25
2154,5,2016,111,11
2155,5,2016,112,29
2156,5,2016,201,4
2157,5,2016,202,6
2158,5,2016,203,12
2159,5,2016,204,8
2160,5,2016,205,5
2161,5,2016,206,2
2162,5,2016,207,6
2163,5,2016,208,8
2164,5,2016,209,12
2165,5,2016,210,8
2166,5,2016,211,8
2167,5,2016,212,6
2168,5,2016,301,35
2169,5,2016,302,25
2170,5,2016,303,41
2171,5,2016,304,18
2172,5,2016,305,30
2173,5,2016,306,10
2174,5,2016,307,13
2175,5,2016,308,17
2176,5,2016,309,8
2177,5,2016,310,19
2178,5,2016,311,7
2179,5,2016,312,19
2180,5,2016,313,9
2181,5,2016,314,12
2182,5,2016,315,16
2183,5,2016,316,10
2184,5,2016,317,9
2185,5,2016,318,6
2186,5,2016,401,26
2187,5,2016,402,32
2188,5,2016,403,12
2189,5,2016,404,15
2190,5,2016,405,26
2191,5,2016,406,12
2192,5,2016,407,37
2193,5,2016,408,4
2194,5,2016,409,8
2195,5,2016,410,8
2196,5,2016,411,11
2197,5,2016,412,19
2198,5,2016,413,13
2199,5,2016,414,9
2200,5,2017,101,42
2201,5,2017,102,30
2202,5,2017,103,35
2203,5,2017,104,49
2204,5,2017,105,50
2205,5,2017,106,24
2206,5,2017,107,37
2207,5,2017,108,41
2208,5,2017,109,12
2209,5,2017,110,16
2210,5,2017,111,33
2211,5,2017,112,16
2212,5,2017,201,10
2213,5,2017,202,3
2214,5,2017,203,11
2215,5,2017,204,10
2216,5,2017,205,2
2217,5,2017,206,5
2218,5,2017,207,11
2219,5,2017,208,12
2220,5,2017,209,8
2221,5,2017,210,9
2222,5,2017,211,11
2223,5,2017,212,18
2224,5,2017,301,49
2225,5,2017,302,31
2226,5,2017,303,35
2227,5,2017,304,30
2228,5,2017,305,71
2229,5,2017,306,15
2230,5,2017,307,12
2231,5,2017,308,21
2232,5,2017,309,13
2233,5,2017,310,24
2234,5,2017,311,13
2235,5,2017,312,21
2236,5,2017,313,4
2237,5,2017,314,13
2238,5,2017,315,14
2239,5,2017,316,12
2240,5,2017,317,17
2241,5,2017,318,17
2242,5,2017,401,22
2243,5,2017,402,20
2244,5,2017,403,13
2245,5,2017,404,15
2246,5,2017,405,17
2247,5,2017,406,16
2248,5,2017,407,35
2249,5,2017,408,21
2250,5,2017,409,15
2251,5,2017,410,19
2252,5,2017,411,20
2253,5,2017,412,34
2254,5,2017,413,15
2255,5,2017,414,4
2256,5,2018,101,22
2257,5,2018,102,35
2258,5,2018,103,38
2259,5,2018,104,30
2260,5,2018,105,49
2261,5,2018,106,34
2262,5,2018,107,45
2263,5,2018,108,33
2264,5,2018,109,26
2265,5,2018,110,23
2266,5,2018,111,9
2267,5,2018,112,15
2268,5,2018,201,11
2269,5,2018,202,4
2270,5,2018,203,1
2271,5,2018,204,4
2272,5,2018,205,12
2273,5,2018,206,16
2274,5,2018,207,14
2275,5,2018,208,5
2276,5,2018,209,13
2277,5,2018,210,10
2278,5,2018,211,6
2279,5,2018,212,19
2280,5,2018,301,79
2281,5,2018,302,27
2282,5,2018,303,59
2283,5,2018,304,44
2284,5,2018,305,22
2285,5,2018,306,13
2286,5,2018,307,16
2287,5,2018,308,20
2288,5,2018,309,14
2289,5,2018,310,15
2290,5,2018,311,10
2291,5,2018,312,28
2292,5,2018,313,16
2293,5,2018,314,30
2294,5,2018,315,27
2295,5,2018,316,13
2296,5,2018,317,27
2297,5,2018,318,17
2298,5,2018,401,30
2299,5,2018,402,21
2300,5,2018,403,6
2301,5,2018,404,12
2302,5,2018,405,9
2303,5,2018,406,10
2304,5,2018,407,43
2305,5,2018,408,33
2306,5,2018,409,34
2307,5,2018,410,25
2308,5,2018,411,18
2309,5,2018,412,31
2310,5,2018,413,24
2311,5,2018,414,10
2312,6,2010,108,1
2313,6,2011,101,9
2314,6,2011,102,15
2315,6,2011,103,11
2316,6,2011,104,11
2317,6,2011,105,13
2318,6,2011,106,2
2319,6,2011,107,7
2320,6,2011,108,9
2321,6,2011,109,7
2322,6,2011,110,6
2323,6,2011,111,5
2324,6,2011,112,3
2325,6,2011,201,4
2326,6,2011,202,8
2327,6,2011,203,2
2328,6,2011,204,1
2329,6,2011,205,1
2330,6,2011,206,4
2331,6,2011,207,3
2332,6,2011,208,3
2333,6,2011,209,2
2334,6,2011,210,4
2335,6,2011,211,1
2336,6,2011,212,4
2337,6,2011,301,6
2338,6,2011,302,8
2339,6,2011,303,7
2340,6,2011,304,2
2341,6,2011,305,5
2342,6,2011,306,1
2343,6,2011,307,7
2344,6,2011,308,2
2345,6,2011,309,1
2346,6,2011,310,3
2347,6,2011,311,2
2348,6,2011,312,6
2349,6,2011,313,3
2350,6,2011,314,5
2351,6,2011,315,4
2352,6,2011,316,2
2353,6,2011,317,1
2354,6,2011,318,4
2355,6,2011,401,14
2356,6,2011,402,3
2357,6,2011,403,4
2358,6,2011,404,4
2359,6,2011,405,5
2360,6,2011,406,3
2361,6,2011,407,19
2362,6,2011,408,7
2363,6,2011,409,1
2364,6,2011,410,7
2365,6,2011,411,4
2366,6,2011,412,3
2367,6,2011,413,4
2368,6,2011,414,1
2369,6,2012,101,20
2370,6,2012,102,20
2371,6,2012,103,10
2372,6,2012,104,16
2373,6,2012,105,20
2374,6,2012,106,15
2375,6,2012,107,30
2376,6,2012,108,22
2377,6,2012,109,5
2378,6,2012,110,7
2379,6,2012,111,8
2380,6,2012,112,6
2381,6,2012,201,1
2382,6,2012,202,1
2383,6,2012,204,2
2384,6,2012,206,2
2385,6,2012,207,3
2386,6,2012,208,2
2387,6,2012,209,7
2388,6,2012,210,1
2389,6,2012,211,1
2390,6,2012,212,1
2391,6,2012,301,18
2392,6,2012,302,11
2393,6,2012,303,4
2394,6,2012,304,4
2395,6,2012,305,2
2396,6,2012,306,8
2397,6,2012,307,3
2398,6,2012,308,6
2399,6,2012,309,2
2400,6,2012,310,5
2401,6,2012,311,3
2402,6,2012,312,5
2403,6,2012,313,3
2404,6,2012,314,1
2405,6,2012,315,2
2406,6,2012,316,1
2407,6,2012,318,4
2408,6,2012,401,23
2409,6,2012,402,8
2410,6,2012,403,6
2411,6,2012,404,2
